condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
closer,fd593aa8a5d4_27,white_0021,beetle_0021,hatchback_0021,redsport_0021
further,fd593aa8a5d4_28,redantique_0009,doberman_0009,nightingale_0009,woven_0009
further,fd593aa8a5d4_30,nightingale_0034,doberman_0034,redantique_0034,woven_0034
closer,fd593aa8a5d4_31,leather_0004,inlay_0004,knob_0004,squat_0004
further,fd593aa8a5d4_32,straight_0006,bluesport_0006,robin_0006,weimaraner_0006
closer,2b254989f56a_1,knob_0032,inlay_0032,sling_0032,waiting_0032
closer,2b254989f56a_2,bullmastiff_0018,basset_0018,bloodhound_0018,doberman_0018
closer,2b254989f56a_3,waiting_0010,inlay_0010,knob_0010,sling_0010
closer,2b254989f56a_4,white_0030,beetle_0030,bluesport_0030,redsport_0030
further,2b254989f56a_5,chihuahua_0019,redantique_0019,straight_0019,tomtit_0019
further,2b254989f56a_6,straight_0016,chihuahua_0016,redantique_0016,tomtit_0016
closer,2b254989f56a_7,crow_0035,cuckoo_0035,robin_0035,sparrow_0035
closer,2b254989f56a_8,inlay_0002,knob_0002,sling_0002,waiting_0002
further,2b254989f56a_9,hatchback_0033,nightingale_0033,squat_0033,weimaraner_0033
closer,2b254989f56a_10,bloodhound_0017,basset_0017,bullmastiff_0017,doberman_0017
further,2b254989f56a_11,goldenretriever_0005,bluejay_0005,brown_0005,leather_0005
further,2b254989f56a_12,pigeon_0007,bluesedan_0007,pug_0007,woven_0007
closer,2b254989f56a_13,beetle_0020,bluesport_0020,redsport_0020,white_0020
further,2b254989f56a_14,squat_0038,hatchback_0038,nightingale_0038,weimaraner_0038
closer,2b254989f56a_15,redsport_0027,beetle_0027,bluesport_0027,white_0027
further,2b254989f56a_16,nightingale_0003,hatchback_0003,squat_0003,weimaraner_0003
closer,2b254989f56a_17,cuckoo_0014,crow_0014,robin_0014,sparrow_0014
further,2b254989f56a_18,pug_0023,bluesedan_0023,pigeon_0023,woven_0023
further,2b254989f56a_20,redantique_0011,chihuahua_0011,straight_0011,tomtit_0011
further,2b254989f56a_21,woven_0034,bluesedan_0034,pigeon_0034,pug_0034
further,2b254989f56a_22,bluejay_0036,brown_0036,goldenretriever_0036,leather_0036
closer,2b254989f56a_23,doberman_0013,basset_0013,bloodhound_0013,bullmastiff_0013
further,2b254989f56a_24,brown_0001,bluejay_0001,goldenretriever_0001,leather_0001
further,2b254989f56a_25,leather_0039,bluejay_0039,brown_0039,goldenretriever_0039
closer,2b254989f56a_26,robin_0037,crow_0037,cuckoo_0037,sparrow_0037
further,2b254989f56a_27,bluesedan_0004,pigeon_0004,pug_0004,woven_0004
closer,2b254989f56a_28,basset_0025,bloodhound_0025,bullmastiff_0025,doberman_0025
further,2b254989f56a_29,tomtit_0022,chihuahua_0022,redantique_0022,straight_0022
further,2b254989f56a_30,weimaraner_0009,hatchback_0009,nightingale_0009,squat_0009
closer,2b254989f56a_31,bluesport_0006,beetle_0006,redsport_0006,white_0006
closer,2b254989f56a_32,sling_0015,inlay_0015,knob_0015,waiting_0015
further,18402825b54f_2,squat_0002,bloodhound_0002,crow_0002,redsport_0002
closer,18402825b54f_4,brown_0036,bluesedan_0036,bluesport_0036,white_0036
closer,18402825b54f_5,nightingale_0017,bluejay_0017,pigeon_0017,sparrow_0017
further,18402825b54f_6,leather_0022,redantique_0022,robin_0022,weimaraner_0022
further,18402825b54f_7,hatchback_0005,cuckoo_0005,doberman_0005,woven_0005
closer,18402825b54f_8,bluesedan_0023,bluesport_0023,brown_0023,white_0023
closer,18402825b54f_9,pigeon_0039,bluejay_0039,nightingale_0039,sparrow_0039
closer,18402825b54f_10,goldenretriever_0028,basset_0028,bullmastiff_0028,chihuahua_0028
further,18402825b54f_11,robin_0003,leather_0003,redantique_0003,weimaraner_0003
further,18402825b54f_12,woven_0009,cuckoo_0009,doberman_0009,hatchback_0009
further,18402825b54f_13,redantique_0011,leather_0011,robin_0011,weimaraner_0011
further,18402825b54f_14,knob_0030,beetle_0030,pug_0030,tomtit_0030
closer,18402825b54f_15,sparrow_0029,bluejay_0029,nightingale_0029,pigeon_0029
closer,18402825b54f_16,inlay_0027,sling_0027,straight_0027,waiting_0027
further,18402825b54f_17,pug_0024,beetle_0024,knob_0024,tomtit_0024
closer,18402825b54f_18,bluesport_0013,bluesedan_0013,brown_0013,white_0013
further,18402825b54f_19,beetle_0018,knob_0018,pug_0018,tomtit_0018
further,18402825b54f_20,redsport_0038,bloodhound_0038,crow_0038,squat_0038
closer,18402825b54f_21,white_0016,bluesedan_0016,bluesport_0016,brown_0016
further,18402825b54f_22,crow_0015,bloodhound_0015,redsport_0015,squat_0015
closer,18402825b54f_23,waiting_0007,inlay_0007,sling_0007,straight_0007
further,18402825b54f_24,doberman_0033,cuckoo_0033,hatchback_0033,woven_0033
closer,18402825b54f_25,sling_0034,inlay_0034,straight_0034,waiting_0034
further,18402825b54f_27,cuckoo_0020,doberman_0020,hatchback_0020,woven_0020
closer,18402825b54f_28,basset_0014,bullmastiff_0014,chihuahua_0014,goldenretriever_0014
further,18402825b54f_29,bloodhound_0006,crow_0006,redsport_0006,squat_0006
further,18402825b54f_30,weimaraner_0010,leather_0010,redantique_0010,robin_0010
further,18402825b54f_31,tomtit_0026,beetle_0026,knob_0026,pug_0026
closer,18402825b54f_32,bluejay_0037,nightingale_0037,pigeon_0037,sparrow_0037
further,a01b8135ab19_1,inlay_0016,bluejay_0016,bluesedan_0016,weimaraner_0016
further,a01b8135ab19_2,weimaraner_0007,bluejay_0007,bluesedan_0007,inlay_0007
further,a01b8135ab19_3,bluesedan_0001,bluejay_0001,inlay_0001,weimaraner_0001
further,a01b8135ab19_4,nightingale_0020,knob_0020,pug_0020,redantique_0020
closer,a01b8135ab19_5,sparrow_0018,cuckoo_0018,robin_0018,tomtit_0018
further,a01b8135ab19_6,redsport_0035,crow_0035,goldenretriever_0035,woven_0035
closer,a01b8135ab19_7,bloodhound_0000,basset_0000,bullmastiff_0000,chihuahua_0000
further,a01b8135ab19_8,redantique_0029,knob_0029,nightingale_0029,pug_0029
closer,a01b8135ab19_9,sling_0032,leather_0032,squat_0032,straight_0032
closer,a01b8135ab19_10,bullmastiff_0011,basset_0011,bloodhound_0011,chihuahua_0011
closer,a01b8135ab19_11,white_0010,beetle_0010,bluesport_0010,brown_0010
closer,a01b8135ab19_12,leather_0026,sling_0026,squat_0026,straight_0026
further,a01b8135ab19_13,hatchback_0038,doberman_0038,pigeon_0038,waiting_0038
further,a01b8135ab19_14,pug_0017,knob_0017,nightingale_0017,redantique_0017
further,a01b8135ab19_15,crow_0013,goldenretriever_0013,redsport_0013,woven_0013
closer,a01b8135ab19_16,straight_0027,leather_0027,sling_0027,squat_0027
closer,a01b8135ab19_17,beetle_0004,bluesport_0004,brown_0004,white_0004
closer,a01b8135ab19_18,brown_0025,beetle_0025,bluesport_0025,white_0025
closer,a01b8135ab19_19,bluesport_0014,beetle_0014,brown_0014,white_0014
further,a01b8135ab19_20,waiting_0023,doberman_0023,hatchback_0023,pigeon_0023
further,a01b8135ab19_21,knob_0039,nightingale_0039,pug_0039,redantique_0039
closer,a01b8135ab19_22,basset_0005,bloodhound_0005,bullmastiff_0005,chihuahua_0005
closer,a01b8135ab19_23,cuckoo_0036,robin_0036,sparrow_0036,tomtit_0036
further,a01b8135ab19_25,pigeon_0022,doberman_0022,hatchback_0022,waiting_0022
further,a01b8135ab19_26,doberman_0031,hatchback_0031,pigeon_0031,waiting_0031
closer,a01b8135ab19_27,chihuahua_0008,basset_0008,bloodhound_0008,bullmastiff_0008
further,a01b8135ab19_28,bluejay_0024,bluesedan_0024,inlay_0024,weimaraner_0024
further,a01b8135ab19_29,woven_0028,crow_0028,goldenretriever_0028,redsport_0028
further,a01b8135ab19_30,goldenretriever_0012,crow_0012,redsport_0012,woven_0012
closer,a01b8135ab19_31,robin_0003,cuckoo_0003,sparrow_0003,tomtit_0003
closer,a01b8135ab19_32,squat_0034,leather_0034,sling_0034,straight_0034
further,3cdd233debe7_1,redsport_0036,chihuahua_0036,sparrow_0036,straight_0036
closer,3cdd233debe7_2,doberman_0024,bloodhound_0024,pug_0024,weimaraner_0024
closer,3cdd233debe7_3,hatchback_0037,brown_0037,redantique_0037,white_0037
further,3cdd233debe7_4,robin_0005,basset_0005,beetle_0005,waiting_0005
closer,3cdd233debe7_5,sling_0009,inlay_0009,squat_0009,woven_0009
further,3cdd233debe7_6,sparrow_0030,chihuahua_0030,redsport_0030,straight_0030
further,3cdd233debe7_7,bluejay_0038,bluesport_0038,goldenretriever_0038,leather_0038
closer,3cdd233debe7_8,crow_0039,cuckoo_0039,pigeon_0039,tomtit_0039
further,3cdd233debe7_9,bluesedan_0031,bullmastiff_0031,knob_0031,nightingale_0031
closer,3cdd233debe7_10,bloodhound_0026,doberman_0026,pug_0026,weimaraner_0026
further,3cdd233debe7_11,knob_0004,bluesedan_0004,bullmastiff_0004,nightingale_0004
further,3cdd233debe7_12,goldenretriever_0020,bluejay_0020,bluesport_0020,leather_0020
further,3cdd233debe7_13,nightingale_0025,bluesedan_0025,bullmastiff_0025,knob_0025
further,3cdd233debe7_14,bluesport_0035,bluejay_0035,goldenretriever_0035,leather_0035
closer,3cdd233debe7_15,squat_0022,inlay_0022,sling_0022,woven_0022
closer,3cdd233debe7_16,inlay_0014,sling_0014,squat_0014,woven_0014
closer,3cdd233debe7_17,woven_0002,inlay_0002,sling_0002,squat_0002
closer,3cdd233debe7_18,pigeon_0006,crow_0006,cuckoo_0006,tomtit_0006
closer,3cdd233debe7_19,weimaraner_0001,bloodhound_0001,doberman_0001,pug_0001
further,3cdd233debe7_20,leather_0013,bluejay_0013,bluesport_0013,goldenretriever_0013
closer,3cdd233debe7_21,brown_0023,hatchback_0023,redantique_0023,white_0023
further,3cdd233debe7_22,waiting_0021,basset_0021,beetle_0021,robin_0021
further,3cdd233debe7_23,basset_0018,beetle_0018,robin_0018,waiting_0018
closer,3cdd233debe7_24,pug_0007,bloodhound_0007,doberman_0007,weimaraner_0007
closer,3cdd233debe7_25,tomtit_0010,crow_0010,cuckoo_0010,pigeon_0010
further,3cdd233debe7_26,beetle_0017,basset_0017,robin_0017,waiting_0017
closer,3cdd233debe7_27,cuckoo_0028,crow_0028,pigeon_0028,tomtit_0028
further,3cdd233debe7_28,straight_0034,chihuahua_0034,redsport_0034,sparrow_0034
further,3cdd233debe7_29,chihuahua_0027,redsport_0027,sparrow_0027,straight_0027
further,3cdd233debe7_30,bullmastiff_0012,bluesedan_0012,knob_0012,nightingale_0012
closer,3cdd233debe7_31,white_0032,brown_0032,hatchback_0032,redantique_0032
closer,3cdd233debe7_32,redantique_0019,brown_0019,hatchback_0019,white_0019
closer,ee9f094dd790_1,sling_0025,squat_0025,waiting_0025,woven_0025
further,ee9f094dd790_2,basset_0020,bluesport_0020,leather_0020,sparrow_0020
further,ee9f094dd790_3,straight_0001,pigeon_0001,pug_0001,redsport_0001
further,ee9f094dd790_5,bluesport_0019,basset_0019,leather_0019,sparrow_0019
closer,ee9f094dd790_6,white_0032,beetle_0032,bluesedan_0032,brown_0032
further,ee9f094dd790_7,robin_0022,goldenretriever_0022,hatchback_0022,knob_0022
closer,ee9f094dd790_8,squat_0007,sling_0007,waiting_0007,woven_0007
closer,ee9f094dd790_10,chihuahua_0030,bloodhound_0030,doberman_0030,weimaraner_0030
further,ee9f094dd790_11,redantique_0002,bullmastiff_0002,crow_0002,inlay_0002
further,ee9f094dd790_12,leather_0028,basset_0028,bluesport_0028,sparrow_0028
closer,ee9f094dd790_13,cuckoo_0039,bluejay_0039,nightingale_0039,tomtit_0039
further,ee9f094dd790_14,sparrow_0026,basset_0026,bluesport_0026,leather_0026
closer,ee9f094dd790_17,beetle_0029,bluesedan_0029,brown_0029,white_0029
further,ee9f094dd790_18,inlay_0021,bullmastiff_0021,crow_0021,redantique_0021
further,ee9f094dd790_19,bullmastiff_0037,crow_0037,inlay_0037,redantique_0037
closer,ee9f094dd790_20,nightingale_0017,bluejay_0017,cuckoo_0017,tomtit_0017
closer,ee9f094dd790_21,waiting_0010,sling_0010,squat_0010,woven_0010
further,ee9f094dd790_22,hatchback_0027,goldenretriever_0027,knob_0027,robin_0027
further,ee9f094dd790_23,knob_0016,goldenretriever_0016,hatchback_0016,robin_0016
closer,ee9f094dd790_24,tomtit_0036,bluejay_0036,cuckoo_0036,nightingale_0036
closer,ee9f094dd790_25,woven_0011,sling_0011,squat_0011,waiting_0011
closer,ee9f094dd790_26,bluejay_0038,cuckoo_0038,nightingale_0038,tomtit_0038
further,ee9f094dd790_27,goldenretriever_0033,hatchback_0033,knob_0033,robin_0033
further,ee9f094dd790_28,redsport_0014,pigeon_0014,pug_0014,straight_0014
further,ee9f094dd790_29,crow_0005,bullmastiff_0005,inlay_0005,redantique_0005
further,ee9f094dd790_30,pug_0034,pigeon_0034,redsport_0034,straight_0034
closer,ee9f094dd790_31,doberman_0024,bloodhound_0024,chihuahua_0024,weimaraner_0024
closer,ee9f094dd790_32,brown_0023,beetle_0023,bluesedan_0023,white_0023
further,7c0e90628426_1,bullmastiff_0029,bluesedan_0029,pigeon_0029,squat_0029
closer,7c0e90628426_2,nightingale_0020,bluejay_0020,crow_0020,tomtit_0020
further,7c0e90628426_3,pigeon_0010,bluesedan_0010,bullmastiff_0010,squat_0010
further,7c0e90628426_4,white_0038,sparrow_0038,waiting_0038,weimaraner_0038
further,7c0e90628426_5,redsport_0021,basset_0021,leather_0021,robin_0021
closer,7c0e90628426_6,knob_0028,inlay_0028,sling_0028,straight_0028
further,7c0e90628426_7,weimaraner_0030,sparrow_0030,waiting_0030,white_0030
closer,7c0e90628426_8,beetle_0026,bluesport_0026,hatchback_0026,redantique_0026
further,7c0e90628426_9,bluesedan_0018,bullmastiff_0018,pigeon_0018,squat_0018
closer,7c0e90628426_10,crow_0017,bluejay_0017,nightingale_0017,tomtit_0017
closer,7c0e90628426_11,doberman_0024,bloodhound_0024,goldenretriever_0024,pug_0024
further,7c0e90628426_12,basset_0007,leather_0007,redsport_0007,robin_0007
further,7c0e90628426_13,chihuahua_0039,brown_0039,cuckoo_0039,woven_0039
further,7c0e90628426_14,cuckoo_0034,brown_0034,chihuahua_0034,woven_0034
further,7c0e90628426_15,robin_0008,basset_0008,leather_0008,redsport_0008
closer,7c0e90628426_16,hatchback_0035,beetle_0035,bluesport_0035,redantique_0035
further,7c0e90628426_17,brown_0006,chihuahua_0006,cuckoo_0006,woven_0006
further,7c0e90628426_18,leather_0012,basset_0012,redsport_0012,robin_0012
closer,7c0e90628426_19,pug_0005,bloodhound_0005,doberman_0005,goldenretriever_0005
further,7c0e90628426_20,sparrow_0004,waiting_0004,weimaraner_0004,white_0004
closer,7c0e90628426_21,redantique_0003,beetle_0003,bluesport_0003,hatchback_0003
closer,7c0e90628426_22,bloodhound_0027,doberman_0027,goldenretriever_0027,pug_0027
further,7c0e90628426_23,woven_0009,brown_0009,chihuahua_0009,cuckoo_0009
closer,7c0e90628426_24,bluejay_0019,crow_0019,nightingale_0019,tomtit_0019
closer,7c0e90628426_25,inlay_0015,knob_0015,sling_0015,straight_0015
closer,7c0e90628426_26,goldenretriever_0000,bloodhound_0000,doberman_0000,pug_0000
further,7c0e90628426_27,waiting_0023,sparrow_0023,weimaraner_0023,white_0023
closer,7c0e90628426_28,sling_0033,inlay_0033,knob_0033,straight_0033
closer,7c0e90628426_29,bluesport_0014,beetle_0014,hatchback_0014,redantique_0014
closer,7c0e90628426_30,straight_0037,inlay_0037,knob_0037,sling_0037
closer,7c0e90628426_31,tomtit_0032,bluejay_0032,crow_0032,nightingale_0032
further,7c0e90628426_32,squat_0025,bluesedan_0025,bullmastiff_0025,pigeon_0025
closer,f2709da1f958_1,pug_0038,bullmastiff_0038,doberman_0038,weimaraner_0038
further,f2709da1f958_2,squat_0020,basset_0020,brown_0020,pigeon_0020
further,f2709da1f958_3,goldenretriever_0027,bluejay_0027,bluesedan_0027,waiting_0027
further,f2709da1f958_4,pigeon_0018,basset_0018,brown_0018,squat_0018
further,f2709da1f958_5,bloodhound_0012,cuckoo_0012,hatchback_0012,straight_0012
closer,f2709da1f958_6,woven_0037,knob_0037,leather_0037,sling_0037
further,f2709da1f958_7,cuckoo_0026,bloodhound_0026,hatchback_0026,straight_0026
closer,f2709da1f958_9,beetle_0013,bluesport_0013,redantique_0013,white_0013
further,f2709da1f958_11,inlay_0033,chihuahua_0033,redsport_0033,sparrow_0033
closer,f2709da1f958_12,leather_0023,knob_0023,sling_0023,woven_0023
further,f2709da1f958_13,sparrow_0001,chihuahua_0001,inlay_0001,redsport_0001
further,f2709da1f958_14,waiting_0029,bluejay_0029,bluesedan_0029,goldenretriever_0029
closer,f2709da1f958_16,doberman_0014,bullmastiff_0014,pug_0014,weimaraner_0014
further,f2709da1f958_17,basset_0007,brown_0007,pigeon_0007,squat_0007
further,f2709da1f958_18,chihuahua_0010,inlay_0010,redsport_0010,sparrow_0010
further,f2709da1f958_19,bluejay_0005,bluesedan_0005,goldenretriever_0005,waiting_0005
closer,f2709da1f958_20,weimaraner_0000,bullmastiff_0000,doberman_0000,pug_0000
closer,f2709da1f958_22,sling_0002,knob_0002,leather_0002,woven_0002
closer,f2709da1f958_24,redantique_0017,beetle_0017,bluesport_0017,white_0017
further,f2709da1f958_25,straight_0015,bloodhound_0015,cuckoo_0015,hatchback_0015
further,f2709da1f958_26,hatchback_0034,bloodhound_0034,cuckoo_0034,straight_0034
closer,f2709da1f958_27,crow_0011,nightingale_0011,robin_0011,tomtit_0011
further,f2709da1f958_28,redsport_0028,chihuahua_0028,inlay_0028,sparrow_0028
further,f2709da1f958_29,bluesedan_0021,bluejay_0021,goldenretriever_0021,waiting_0021
closer,f2709da1f958_30,nightingale_0016,crow_0016,robin_0016,tomtit_0016
further,f2709da1f958_31,brown_0003,basset_0003,pigeon_0003,squat_0003
closer,f2709da1f958_32,knob_0031,leather_0031,sling_0031,woven_0031
further,385474deebcf_1,inlay_0035,doberman_0035,redantique_0035,tomtit_0035
further,385474deebcf_2,squat_0024,redsport_0024,sparrow_0024,weimaraner_0024
further,385474deebcf_4,weimaraner_0012,redsport_0012,sparrow_0012,squat_0012
closer,385474deebcf_5,leather_0021,knob_0021,straight_0021,waiting_0021
further,385474deebcf_6,sling_0015,basset_0015,beetle_0015,robin_0015
closer,385474deebcf_7,chihuahua_0004,bloodhound_0004,goldenretriever_0004,pug_0004
closer,385474deebcf_8,pigeon_0006,bluejay_0006,cuckoo_0006,nightingale_0006
closer,385474deebcf_9,waiting_0017,knob_0017,leather_0017,straight_0017
closer,385474deebcf_10,knob_0022,leather_0022,straight_0022,waiting_0022
further,385474deebcf_11,basset_0008,beetle_0008,robin_0008,sling_0008
further,385474deebcf_12,redantique_0039,doberman_0039,inlay_0039,tomtit_0039
closer,385474deebcf_13,straight_0028,knob_0028,leather_0028,waiting_0028
closer,385474deebcf_14,cuckoo_0027,bluejay_0027,nightingale_0027,pigeon_0027
further,385474deebcf_15,bullmastiff_0036,bluesedan_0036,crow_0036,woven_0036
closer,385474deebcf_16,pug_0019,bloodhound_0019,chihuahua_0019,goldenretriever_0019
further,385474deebcf_17,bluesedan_0005,bullmastiff_0005,crow_0005,woven_0005
closer,385474deebcf_18,hatchback_0034,bluesport_0034,brown_0034,white_0034
closer,385474deebcf_19,brown_0010,bluesport_0010,hatchback_0010,white_0010
further,385474deebcf_20,crow_0029,bluesedan_0029,bullmastiff_0029,woven_0029
further,385474deebcf_21,sparrow_0009,redsport_0009,squat_0009,weimaraner_0009
further,385474deebcf_22,beetle_0025,basset_0025,robin_0025,sling_0025
closer,385474deebcf_23,bluejay_0038,cuckoo_0038,nightingale_0038,pigeon_0038
closer,385474deebcf_24,white_0011,bluesport_0011,brown_0011,hatchback_0011
further,385474deebcf_25,redsport_0031,sparrow_0031,squat_0031,weimaraner_0031
further,385474deebcf_26,tomtit_0033,doberman_0033,inlay_0033,redantique_0033
closer,385474deebcf_27,nightingale_0013,bluejay_0013,cuckoo_0013,pigeon_0013
further,385474deebcf_29,woven_0030,bluesedan_0030,bullmastiff_0030,crow_0030
further,385474deebcf_30,robin_0001,basset_0001,beetle_0001,sling_0001
closer,385474deebcf_31,bloodhound_0016,chihuahua_0016,goldenretriever_0016,pug_0016
further,385474deebcf_32,doberman_0018,inlay_0018,redantique_0018,tomtit_0018
further,9b037e0cc76e_1,bloodhound_0036,bluejay_0036,redsport_0036,squat_0036
closer,9b037e0cc76e_2,bluesport_0022,beetle_0022,brown_0022,hatchback_0022
further,9b037e0cc76e_3,goldenretriever_0018,bluesedan_0018,crow_0018,woven_0018
closer,9b037e0cc76e_4,basset_0000,doberman_0000,pug_0000,weimaraner_0000
closer,9b037e0cc76e_5,leather_0031,knob_0031,sling_0031,waiting_0031
further,9b037e0cc76e_6,bluejay_0009,bloodhound_0009,redsport_0009,squat_0009
closer,9b037e0cc76e_7,waiting_0019,knob_0019,leather_0019,sling_0019
closer,9b037e0cc76e_8,hatchback_0013,beetle_0013,bluesport_0013,brown_0013
closer,9b037e0cc76e_9,pigeon_0034,cuckoo_0034,nightingale_0034,sparrow_0034
further,9b037e0cc76e_10,white_0002,bullmastiff_0002,inlay_0002,tomtit_0002
further,9b037e0cc76e_11,tomtit_0037,bullmastiff_0037,inlay_0037,white_0037
further,9b037e0cc76e_12,redsport_0014,bloodhound_0014,bluejay_0014,squat_0014
further,9b037e0cc76e_13,redantique_0028,chihuahua_0028,robin_0028,straight_0028
further,9b037e0cc76e_14,squat_0021,bloodhound_0021,bluejay_0021,redsport_0021
further,9b037e0cc76e_15,robin_0035,chihuahua_0035,redantique_0035,straight_0035
closer,9b037e0cc76e_16,cuckoo_0039,nightingale_0039,pigeon_0039,sparrow_0039
further,9b037e0cc76e_17,chihuahua_0025,redantique_0025,robin_0025,straight_0025
further,9b037e0cc76e_18,woven_0027,bluesedan_0027,crow_0027,goldenretriever_0027
further,9b037e0cc76e_19,crow_0033,bluesedan_0033,goldenretriever_0033,woven_0033
closer,9b037e0cc76e_20,pug_0005,basset_0005,doberman_0005,weimaraner_0005
further,9b037e0cc76e_21,bluesedan_0023,crow_0023,goldenretriever_0023,woven_0023
closer,9b037e0cc76e_22,doberman_0008,basset_0008,pug_0008,weimaraner_0008
closer,9b037e0cc76e_23,knob_0016,leather_0016,sling_0016,waiting_0016
further,9b037e0cc76e_24,straight_0015,chihuahua_0015,redantique_0015,robin_0015
further,9b037e0cc76e_25,bullmastiff_0003,inlay_0003,tomtit_0003,white_0003
closer,9b037e0cc76e_26,sparrow_0030,cuckoo_0030,nightingale_0030,pigeon_0030
closer,9b037e0cc76e_27,sling_0004,knob_0004,leather_0004,waiting_0004
closer,9b037e0cc76e_28,nightingale_0012,cuckoo_0012,pigeon_0012,sparrow_0012
closer,9b037e0cc76e_29,brown_0007,beetle_0007,bluesport_0007,hatchback_0007
further,9b037e0cc76e_30,inlay_0011,bullmastiff_0011,tomtit_0011,white_0011
closer,9b037e0cc76e_31,beetle_0020,bluesport_0020,brown_0020,hatchback_0020
closer,9b037e0cc76e_32,weimaraner_0017,basset_0017,doberman_0017,pug_0017
further,7eb764377141_6,inlay_0037,bluesedan_0037,bullmastiff_0037,crow_0037
further,7eb764377141_8,straight_0009,bloodhound_0009,bluesport_0009,robin_0009
further,7eb764377141_10,leather_0004,doberman_0004,pigeon_0004,redsport_0004
closer,7eb764377141_13,hatchback_0010,beetle_0010,brown_0010,white_0010
closer,7eb764377141_18,waiting_0033,sling_0033,squat_0033,woven_0033
closer,a0a49490e336_1,straight_0030,inlay_0030,squat_0030,woven_0030
closer,a0a49490e336_2,redantique_0001,beetle_0001,bluesedan_0001,brown_0001
further,a0a49490e336_3,leather_0036,hatchback_0036,pug_0036,tomtit_0036
closer,a0a49490e336_4,sparrow_0023,cuckoo_0023,nightingale_0023,pigeon_0023
further,a0a49490e336_5,bloodhound_0027,bluesport_0027,robin_0027,sling_0027
closer,a0a49490e336_6,bullmastiff_0021,doberman_0021,goldenretriever_0021,weimaraner_0021
further,a0a49490e336_7,tomtit_0003,hatchback_0003,leather_0003,pug_0003
closer,a0a49490e336_8,weimaraner_0037,bullmastiff_0037,doberman_0037,goldenretriever_0037
further,a0a49490e336_9,sling_0028,bloodhound_0028,bluesport_0028,robin_0028
closer,a0a49490e336_10,pigeon_0020,cuckoo_0020,nightingale_0020,sparrow_0020
closer,a0a49490e336_12,bluesedan_0013,beetle_0013,brown_0013,redantique_0013
closer,a0a49490e336_13,doberman_0029,bullmastiff_0029,goldenretriever_0029,weimaraner_0029
further,a0a49490e336_14,crow_0024,chihuahua_0024,waiting_0024,white_0024
closer,a0a49490e336_15,inlay_0012,squat_0012,straight_0012,woven_0012
further,a0a49490e336_16,knob_0000,basset_0000,bluejay_0000,redsport_0000
closer,a0a49490e336_17,squat_0005,inlay_0005,straight_0005,woven_0005
further,a0a49490e336_18,hatchback_0002,leather_0002,pug_0002,tomtit_0002
closer,a0a49490e336_20,beetle_0008,bluesedan_0008,brown_0008,redantique_0008
closer,a0a49490e336_21,cuckoo_0016,nightingale_0016,pigeon_0016,sparrow_0016
further,a0a49490e336_22,bluejay_0022,basset_0022,knob_0022,redsport_0022
closer,a0a49490e336_23,woven_0034,inlay_0034,squat_0034,straight_0034
further,a0a49490e336_24,redsport_0017,basset_0017,bluejay_0017,knob_0017
further,a0a49490e336_25,bluesport_0019,bloodhound_0019,robin_0019,sling_0019
further,a0a49490e336_26,basset_0010,bluejay_0010,knob_0010,redsport_0010
further,a0a49490e336_27,chihuahua_0038,crow_0038,waiting_0038,white_0038
further,a0a49490e336_28,pug_0006,hatchback_0006,leather_0006,tomtit_0006
further,a0a49490e336_30,robin_0025,bloodhound_0025,bluesport_0025,sling_0025
closer,a0a49490e336_31,nightingale_0026,cuckoo_0026,pigeon_0026,sparrow_0026
further,a0a49490e336_32,waiting_0031,chihuahua_0031,crow_0031,white_0031
closer,08d14ece0224_1,cuckoo_0038,crow_0038,pigeon_0038,robin_0038
closer,08d14ece0224_2,basset_0007,doberman_0007,goldenretriever_0007,weimaraner_0007
further,08d14ece0224_3,pug_0030,brown_0030,nightingale_0030,squat_0030
further,08d14ece0224_4,white_0008,chihuahua_0008,inlay_0008,tomtit_0008
further,08d14ece0224_5,squat_0025,brown_0025,nightingale_0025,pug_0025
further,08d14ece0224_6,sparrow_0027,bloodhound_0027,leather_0027,redsport_0027
further,08d14ece0224_7,inlay_0036,chihuahua_0036,tomtit_0036,white_0036
closer,08d14ece0224_8,straight_0010,knob_0010,waiting_0010,woven_0010
closer,08d14ece0224_9,doberman_0002,basset_0002,goldenretriever_0002,weimaraner_0002
closer,08d14ece0224_11,redantique_0018,bluesedan_0018,bluesport_0018,hatchback_0018
closer,08d14ece0224_12,knob_0013,straight_0013,waiting_0013,woven_0013
further,08d14ece0224_13,bloodhound_0019,leather_0019,redsport_0019,sparrow_0019
further,08d14ece0224_14,redsport_0039,bloodhound_0039,leather_0039,sparrow_0039
further,08d14ece0224_15,bluejay_0035,beetle_0035,bullmastiff_0035,sling_0035
closer,08d14ece0224_16,weimaraner_0029,basset_0029,doberman_0029,goldenretriever_0029
further,08d14ece0224_17,tomtit_0017,chihuahua_0017,inlay_0017,white_0017
further,08d14ece0224_19,leather_0021,bloodhound_0021,redsport_0021,sparrow_0021
closer,08d14ece0224_20,hatchback_0015,bluesedan_0015,bluesport_0015,redantique_0015
further,08d14ece0224_21,beetle_0000,bluejay_0000,bullmastiff_0000,sling_0000
further,08d14ece0224_22,chihuahua_0031,inlay_0031,tomtit_0031,white_0031
closer,08d14ece0224_24,bluesport_0011,bluesedan_0011,hatchback_0011,redantique_0011
closer,08d14ece0224_25,waiting_0034,knob_0034,straight_0034,woven_0034
